user_id,consent,gender,age,trust_operate,trust_comfort,trust_depend,trust_cautious,trust_trustworthy,attention_check_disagree,familiar_1,familiar_2,familiar_3,familiar_4,final_trust,final_familiar,pre_task_attention,godspeed_fake,godspeed_machinelike,godspeed_unconscious,godspeed_artificial,godspeed_rigid,likert_emotion,likert_humanlike,likert_style,likert_intentional,likert_another_person,attention_check_strongly_agree,post_task_attention,condition,study,scenario,question,question_sensitivity,user_willingness,user_sensitivity,final_anthropomorphism
R_8noq9dVdVkFBphm,"I consent, begin the study",Male,21 - 25,4,4,4,2,4,2,4,4,4,3,3.3333333333333335,3.75,True,3,3,3,3,4,3,4,3,4,3,5,True,2,sagar,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,4,Medium,3.4545454545454546
R_8noq9dVdVkFBphm,"I consent, begin the study",Male,21 - 25,4,4,4,2,4,2,4,4,4,3,3.3333333333333335,3.75,True,3,3,3,3,4,3,4,3,4,3,5,True,2,sagar,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,2,High,3.4545454545454546
R_8noq9dVdVkFBphm,"I consent, begin the study",Male,21 - 25,4,4,4,2,4,2,4,4,4,3,3.3333333333333335,3.75,True,3,3,3,3,4,3,4,3,4,3,5,True,2,sagar,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,3,Medium,3.4545454545454546
R_8noq9dVdVkFBphm,"I consent, begin the study",Male,21 - 25,4,4,4,2,4,2,4,4,4,3,3.3333333333333335,3.75,True,3,3,3,3,4,3,4,3,4,3,5,True,2,sagar,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,2,Medium,3.4545454545454546
R_8noq9dVdVkFBphm,"I consent, begin the study",Male,21 - 25,4,4,4,2,4,2,4,4,4,3,3.3333333333333335,3.75,True,3,3,3,3,4,3,4,3,4,3,5,True,2,sagar,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,3,Medium,3.4545454545454546
R_8noq9dVdVkFBphm,"I consent, begin the study",Male,21 - 25,4,4,4,2,4,2,4,4,4,3,3.3333333333333335,3.75,True,3,3,3,3,4,3,4,3,4,3,5,True,2,sagar,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,2,High,3.4545454545454546
R_8noq9dVdVkFBphm,"I consent, begin the study",Male,21 - 25,4,4,4,2,4,2,4,4,4,3,3.3333333333333335,3.75,True,3,3,3,3,4,3,4,3,4,3,5,True,2,sagar,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,1,High,3.4545454545454546
R_8noq9dVdVkFBphm,"I consent, begin the study",Male,21 - 25,4,4,4,2,4,2,4,4,4,3,3.3333333333333335,3.75,True,3,3,3,3,4,3,4,3,4,3,5,True,2,sagar,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,1,High,3.4545454545454546
R_8noq9dVdVkFBphm,"I consent, begin the study",Male,21 - 25,4,4,4,2,4,2,4,4,4,3,3.3333333333333335,3.75,True,3,3,3,3,4,3,4,3,4,3,5,True,2,sagar,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,3,Low,3.4545454545454546
R_2Qg3LeaFIA6xANe,"I consent, begin the study",Female,16 - 20,2,2,3,2,4,2,4,4,5,4,2.5,4.25,True,1,1,1,2,1,1,1,1,1,1,5,True,1,sagar,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,2,Low,1.4545454545454546
R_2Qg3LeaFIA6xANe,"I consent, begin the study",Female,16 - 20,2,2,3,2,4,2,4,4,5,4,2.5,4.25,True,1,1,1,2,1,1,1,1,1,1,5,True,1,sagar,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,1,High,1.4545454545454546
R_2Qg3LeaFIA6xANe,"I consent, begin the study",Female,16 - 20,2,2,3,2,4,2,4,4,5,4,2.5,4.25,True,1,1,1,2,1,1,1,1,1,1,5,True,1,sagar,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,2,Low,1.4545454545454546
R_2Qg3LeaFIA6xANe,"I consent, begin the study",Female,16 - 20,2,2,3,2,4,2,4,4,5,4,2.5,4.25,True,1,1,1,2,1,1,1,1,1,1,5,True,1,sagar,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,2,Medium,1.4545454545454546
R_2Qg3LeaFIA6xANe,"I consent, begin the study",Female,16 - 20,2,2,3,2,4,2,4,4,5,4,2.5,4.25,True,1,1,1,2,1,1,1,1,1,1,5,True,1,sagar,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,1,Medium,1.4545454545454546
R_2Qg3LeaFIA6xANe,"I consent, begin the study",Female,16 - 20,2,2,3,2,4,2,4,4,5,4,2.5,4.25,True,1,1,1,2,1,1,1,1,1,1,5,True,1,sagar,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,1,High,1.4545454545454546
R_2Qg3LeaFIA6xANe,"I consent, begin the study",Female,16 - 20,2,2,3,2,4,2,4,4,5,4,2.5,4.25,True,1,1,1,2,1,1,1,1,1,1,5,True,1,sagar,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,1,High,1.4545454545454546
R_2Qg3LeaFIA6xANe,"I consent, begin the study",Female,16 - 20,2,2,3,2,4,2,4,4,5,4,2.5,4.25,True,1,1,1,2,1,1,1,1,1,1,5,True,1,sagar,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,1,Medium,1.4545454545454546
R_2Qg3LeaFIA6xANe,"I consent, begin the study",Female,16 - 20,2,2,3,2,4,2,4,4,5,4,2.5,4.25,True,1,1,1,2,1,1,1,1,1,1,5,True,1,sagar,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,1,Low,1.4545454545454546
R_22KSXRcztHAnrbF,"I consent, begin the study",Female,26 - 30,4,4,4,4,4,2,5,4,4,5,3.6666666666666665,4.5,True,1,1,1,1,1,2,1,2,1,1,5,True,1,sagar,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,2,Low,1.5454545454545454
R_22KSXRcztHAnrbF,"I consent, begin the study",Female,26 - 30,4,4,4,4,4,2,5,4,4,5,3.6666666666666665,4.5,True,1,1,1,1,1,2,1,2,1,1,5,True,1,sagar,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,1,Medium,1.5454545454545454
R_22KSXRcztHAnrbF,"I consent, begin the study",Female,26 - 30,4,4,4,4,4,2,5,4,4,5,3.6666666666666665,4.5,True,1,1,1,1,1,2,1,2,1,1,5,True,1,sagar,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,1,High,1.5454545454545454
R_22KSXRcztHAnrbF,"I consent, begin the study",Female,26 - 30,4,4,4,4,4,2,5,4,4,5,3.6666666666666665,4.5,True,1,1,1,1,1,2,1,2,1,1,5,True,1,sagar,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,1,High,1.5454545454545454
R_22KSXRcztHAnrbF,"I consent, begin the study",Female,26 - 30,4,4,4,4,4,2,5,4,4,5,3.6666666666666665,4.5,True,1,1,1,1,1,2,1,2,1,1,5,True,1,sagar,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,2,Medium,1.5454545454545454
R_22KSXRcztHAnrbF,"I consent, begin the study",Female,26 - 30,4,4,4,4,4,2,5,4,4,5,3.6666666666666665,4.5,True,1,1,1,1,1,2,1,2,1,1,5,True,1,sagar,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,2,Low,1.5454545454545454
R_22KSXRcztHAnrbF,"I consent, begin the study",Female,26 - 30,4,4,4,4,4,2,5,4,4,5,3.6666666666666665,4.5,True,1,1,1,1,1,2,1,2,1,1,5,True,1,sagar,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,2,Medium,1.5454545454545454
R_22KSXRcztHAnrbF,"I consent, begin the study",Female,26 - 30,4,4,4,4,4,2,5,4,4,5,3.6666666666666665,4.5,True,1,1,1,1,1,2,1,2,1,1,5,True,1,sagar,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,1,High,1.5454545454545454
R_22KSXRcztHAnrbF,"I consent, begin the study",Female,26 - 30,4,4,4,4,4,2,5,4,4,5,3.6666666666666665,4.5,True,1,1,1,1,1,2,1,2,1,1,5,True,1,sagar,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,2,Medium,1.5454545454545454
R_2Q4LxkLrwevBMvQ,"I consent, begin the study",Female,21 - 25,2,2,1,2,1,2,1,2,2,3,1.6666666666666667,2.0,True,4,5,5,5,5,5,5,5,5,5,5,True,2,sagar,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,5,Medium,4.909090909090909
R_2Q4LxkLrwevBMvQ,"I consent, begin the study",Female,21 - 25,2,2,1,2,1,2,1,2,2,3,1.6666666666666667,2.0,True,4,5,5,5,5,5,5,5,5,5,5,True,2,sagar,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,4,High,4.909090909090909
R_2Q4LxkLrwevBMvQ,"I consent, begin the study",Female,21 - 25,2,2,1,2,1,2,1,2,2,3,1.6666666666666667,2.0,True,4,5,5,5,5,5,5,5,5,5,5,True,2,sagar,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,5,High,4.909090909090909
R_2Q4LxkLrwevBMvQ,"I consent, begin the study",Female,21 - 25,2,2,1,2,1,2,1,2,2,3,1.6666666666666667,2.0,True,4,5,5,5,5,5,5,5,5,5,5,True,2,sagar,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,5,Low,4.909090909090909
R_2Q4LxkLrwevBMvQ,"I consent, begin the study",Female,21 - 25,2,2,1,2,1,2,1,2,2,3,1.6666666666666667,2.0,True,4,5,5,5,5,5,5,5,5,5,5,True,2,sagar,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,4,High,4.909090909090909
R_2Q4LxkLrwevBMvQ,"I consent, begin the study",Female,21 - 25,2,2,1,2,1,2,1,2,2,3,1.6666666666666667,2.0,True,4,5,5,5,5,5,5,5,5,5,5,True,2,sagar,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,5,Low,4.909090909090909
R_2Q4LxkLrwevBMvQ,"I consent, begin the study",Female,21 - 25,2,2,1,2,1,2,1,2,2,3,1.6666666666666667,2.0,True,4,5,5,5,5,5,5,5,5,5,5,True,2,sagar,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,5,High,4.909090909090909
R_2Q4LxkLrwevBMvQ,"I consent, begin the study",Female,21 - 25,2,2,1,2,1,2,1,2,2,3,1.6666666666666667,2.0,True,4,5,5,5,5,5,5,5,5,5,5,True,2,sagar,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,5,High,4.909090909090909
R_2Q4LxkLrwevBMvQ,"I consent, begin the study",Female,21 - 25,2,2,1,2,1,2,1,2,2,3,1.6666666666666667,2.0,True,4,5,5,5,5,5,5,5,5,5,5,True,2,sagar,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,5,Low,4.909090909090909
R_8zUxuYfexcXJS8S,"I consent, begin the study",Male,21 - 25,3,2,2,2,3,2,5,5,4,5,2.3333333333333335,4.75,True,3,2,4,2,4,3,3,3,4,3,5,True,1,sagar,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,4,Low,3.272727272727273
R_8zUxuYfexcXJS8S,"I consent, begin the study",Male,21 - 25,3,2,2,2,3,2,5,5,4,5,2.3333333333333335,4.75,True,3,2,4,2,4,3,3,3,4,3,5,True,1,sagar,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,4,Low,3.272727272727273
R_8zUxuYfexcXJS8S,"I consent, begin the study",Male,21 - 25,3,2,2,2,3,2,5,5,4,5,2.3333333333333335,4.75,True,3,2,4,2,4,3,3,3,4,3,5,True,1,sagar,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,4,Low,3.272727272727273
R_8zUxuYfexcXJS8S,"I consent, begin the study",Male,21 - 25,3,2,2,2,3,2,5,5,4,5,2.3333333333333335,4.75,True,3,2,4,2,4,3,3,3,4,3,5,True,1,sagar,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,5,Low,3.272727272727273
R_8zUxuYfexcXJS8S,"I consent, begin the study",Male,21 - 25,3,2,2,2,3,2,5,5,4,5,2.3333333333333335,4.75,True,3,2,4,2,4,3,3,3,4,3,5,True,1,sagar,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,4,Low,3.272727272727273
R_8zUxuYfexcXJS8S,"I consent, begin the study",Male,21 - 25,3,2,2,2,3,2,5,5,4,5,2.3333333333333335,4.75,True,3,2,4,2,4,3,3,3,4,3,5,True,1,sagar,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,5,Low,3.272727272727273
R_8zUxuYfexcXJS8S,"I consent, begin the study",Male,21 - 25,3,2,2,2,3,2,5,5,4,5,2.3333333333333335,4.75,True,3,2,4,2,4,3,3,3,4,3,5,True,1,sagar,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,5,Low,3.272727272727273
R_8zUxuYfexcXJS8S,"I consent, begin the study",Male,21 - 25,3,2,2,2,3,2,5,5,4,5,2.3333333333333335,4.75,True,3,2,4,2,4,3,3,3,4,3,5,True,1,sagar,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,4,Low,3.272727272727273
R_8zUxuYfexcXJS8S,"I consent, begin the study",Male,21 - 25,3,2,2,2,3,2,5,5,4,5,2.3333333333333335,4.75,True,3,2,4,2,4,3,3,3,4,3,5,True,1,sagar,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,4,Low,3.272727272727273
R_8QMAS92kfsM4Eij,"I consent, begin the study",Male,16 - 20,2,2,3,1,1,2,5,5,5,5,1.8333333333333333,5.0,True,2,2,3,1,3,1,2,1,2,2,5,True,2,sagar,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,3,Medium,2.1818181818181817
R_8QMAS92kfsM4Eij,"I consent, begin the study",Male,16 - 20,2,2,3,1,1,2,5,5,5,5,1.8333333333333333,5.0,True,2,2,3,1,3,1,2,1,2,2,5,True,2,sagar,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,3,Medium,2.1818181818181817
R_8QMAS92kfsM4Eij,"I consent, begin the study",Male,16 - 20,2,2,3,1,1,2,5,5,5,5,1.8333333333333333,5.0,True,2,2,3,1,3,1,2,1,2,2,5,True,2,sagar,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,4,Low,2.1818181818181817
R_8QMAS92kfsM4Eij,"I consent, begin the study",Male,16 - 20,2,2,3,1,1,2,5,5,5,5,1.8333333333333333,5.0,True,2,2,3,1,3,1,2,1,2,2,5,True,2,sagar,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,4,Low,2.1818181818181817
R_8QMAS92kfsM4Eij,"I consent, begin the study",Male,16 - 20,2,2,3,1,1,2,5,5,5,5,1.8333333333333333,5.0,True,2,2,3,1,3,1,2,1,2,2,5,True,2,sagar,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,4,Low,2.1818181818181817
R_8QMAS92kfsM4Eij,"I consent, begin the study",Male,16 - 20,2,2,3,1,1,2,5,5,5,5,1.8333333333333333,5.0,True,2,2,3,1,3,1,2,1,2,2,5,True,2,sagar,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,4,Low,2.1818181818181817
R_8QMAS92kfsM4Eij,"I consent, begin the study",Male,16 - 20,2,2,3,1,1,2,5,5,5,5,1.8333333333333333,5.0,True,2,2,3,1,3,1,2,1,2,2,5,True,2,sagar,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,4,Low,2.1818181818181817
R_8QMAS92kfsM4Eij,"I consent, begin the study",Male,16 - 20,2,2,3,1,1,2,5,5,5,5,1.8333333333333333,5.0,True,2,2,3,1,3,1,2,1,2,2,5,True,2,sagar,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,3,Medium,2.1818181818181817
R_8QMAS92kfsM4Eij,"I consent, begin the study",Male,16 - 20,2,2,3,1,1,2,5,5,5,5,1.8333333333333333,5.0,True,2,2,3,1,3,1,2,1,2,2,5,True,2,sagar,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,4,Low,2.1818181818181817
R_2MjosuirNh1oUA9,"I consent, begin the study",Female,21 - 25,4,4,5,3,4,2,5,4,4,4,3.6666666666666665,4.25,True,5,5,4,5,5,4,4,5,5,5,5,True,2,sagar,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,5,Low,4.7272727272727275
R_2MjosuirNh1oUA9,"I consent, begin the study",Female,21 - 25,4,4,5,3,4,2,5,4,4,4,3.6666666666666665,4.25,True,5,5,4,5,5,4,4,5,5,5,5,True,2,sagar,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,5,High,4.7272727272727275
R_2MjosuirNh1oUA9,"I consent, begin the study",Female,21 - 25,4,4,5,3,4,2,5,4,4,4,3.6666666666666665,4.25,True,5,5,4,5,5,4,4,5,5,5,5,True,2,sagar,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,5,Low,4.7272727272727275
R_2MjosuirNh1oUA9,"I consent, begin the study",Female,21 - 25,4,4,5,3,4,2,5,4,4,4,3.6666666666666665,4.25,True,5,5,4,5,5,4,4,5,5,5,5,True,2,sagar,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,5,High,4.7272727272727275
R_2MjosuirNh1oUA9,"I consent, begin the study",Female,21 - 25,4,4,5,3,4,2,5,4,4,4,3.6666666666666665,4.25,True,5,5,4,5,5,4,4,5,5,5,5,True,2,sagar,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,5,High,4.7272727272727275
R_2MjosuirNh1oUA9,"I consent, begin the study",Female,21 - 25,4,4,5,3,4,2,5,4,4,4,3.6666666666666665,4.25,True,5,5,4,5,5,4,4,5,5,5,5,True,2,sagar,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,5,Low,4.7272727272727275
R_2MjosuirNh1oUA9,"I consent, begin the study",Female,21 - 25,4,4,5,3,4,2,5,4,4,4,3.6666666666666665,4.25,True,5,5,4,5,5,4,4,5,5,5,5,True,2,sagar,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,4,Low,4.7272727272727275
R_2MjosuirNh1oUA9,"I consent, begin the study",Female,21 - 25,4,4,5,3,4,2,5,4,4,4,3.6666666666666665,4.25,True,5,5,4,5,5,4,4,5,5,5,5,True,2,sagar,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,5,Medium,4.7272727272727275
R_2MjosuirNh1oUA9,"I consent, begin the study",Female,21 - 25,4,4,5,3,4,2,5,4,4,4,3.6666666666666665,4.25,True,5,5,4,5,5,4,4,5,5,5,5,True,2,sagar,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,4,Low,4.7272727272727275
R_27mzs6PAzqYyka1,"I consent, begin the study",Male,26 - 30,3,3,2,2,2,2,4,4,4,3,2.3333333333333335,3.75,True,1,1,2,1,1,1,1,2,1,1,5,True,1,sagar,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,2,Low,1.5454545454545454
R_27mzs6PAzqYyka1,"I consent, begin the study",Male,26 - 30,3,3,2,2,2,2,4,4,4,3,2.3333333333333335,3.75,True,1,1,2,1,1,1,1,2,1,1,5,True,1,sagar,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,1,Medium,1.5454545454545454
R_27mzs6PAzqYyka1,"I consent, begin the study",Male,26 - 30,3,3,2,2,2,2,4,4,4,3,2.3333333333333335,3.75,True,1,1,2,1,1,1,1,2,1,1,5,True,1,sagar,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,1,High,1.5454545454545454
R_27mzs6PAzqYyka1,"I consent, begin the study",Male,26 - 30,3,3,2,2,2,2,4,4,4,3,2.3333333333333335,3.75,True,1,1,2,1,1,1,1,2,1,1,5,True,1,sagar,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,2,Low,1.5454545454545454
R_27mzs6PAzqYyka1,"I consent, begin the study",Male,26 - 30,3,3,2,2,2,2,4,4,4,3,2.3333333333333335,3.75,True,1,1,2,1,1,1,1,2,1,1,5,True,1,sagar,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,1,Medium,1.5454545454545454
R_27mzs6PAzqYyka1,"I consent, begin the study",Male,26 - 30,3,3,2,2,2,2,4,4,4,3,2.3333333333333335,3.75,True,1,1,2,1,1,1,1,2,1,1,5,True,1,sagar,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,1,Low,1.5454545454545454
R_27mzs6PAzqYyka1,"I consent, begin the study",Male,26 - 30,3,3,2,2,2,2,4,4,4,3,2.3333333333333335,3.75,True,1,1,2,1,1,1,1,2,1,1,5,True,1,sagar,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,1,High,1.5454545454545454
R_27mzs6PAzqYyka1,"I consent, begin the study",Male,26 - 30,3,3,2,2,2,2,4,4,4,3,2.3333333333333335,3.75,True,1,1,2,1,1,1,1,2,1,1,5,True,1,sagar,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,1,Medium,1.5454545454545454
R_27mzs6PAzqYyka1,"I consent, begin the study",Male,26 - 30,3,3,2,2,2,2,4,4,4,3,2.3333333333333335,3.75,True,1,1,2,1,1,1,1,2,1,1,5,True,1,sagar,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,1,Low,1.5454545454545454
R_8fiMKMqkVpE3Z4t,"I consent, begin the study",Male,21 - 25,4,4,4,4,4,2,5,5,5,5,3.6666666666666665,5.0,True,5,4,5,5,5,5,4,5,5,5,5,True,2,sagar,Interpersonal Relations and Self-Concept,Do you ever feel a sense of loss or longing when you think about them?,Low,4,High,4.818181818181818
R_8fiMKMqkVpE3Z4t,"I consent, begin the study",Male,21 - 25,4,4,4,4,4,2,5,5,5,5,3.6666666666666665,5.0,True,5,4,5,5,5,5,4,5,5,5,5,True,2,sagar,Interpersonal Relations and Self-Concept,Have past experiences in relationships ever left you feeling emotionally hurt or let down?,High,5,Medium,4.818181818181818
R_8fiMKMqkVpE3Z4t,"I consent, begin the study",Male,21 - 25,4,4,4,4,4,2,5,5,5,5,3.6666666666666665,5.0,True,5,4,5,5,5,5,4,5,5,5,5,True,2,sagar,Interpersonal Relations and Self-Concept,What is something you've done recently that made you feel genuinely proud or emotionally fulfilled?,Medium,5,Low,4.818181818181818
R_8fiMKMqkVpE3Z4t,"I consent, begin the study",Male,21 - 25,4,4,4,4,4,2,5,5,5,5,3.6666666666666665,5.0,True,5,4,5,5,5,5,4,5,5,5,5,True,2,sagar,Tastes and Interests,What types of social environments do you find most comforting or energizing?,Low,5,Low,4.818181818181818
R_8fiMKMqkVpE3Z4t,"I consent, begin the study",Male,21 - 25,4,4,4,4,4,2,5,5,5,5,3.6666666666666665,5.0,True,5,4,5,5,5,5,4,5,5,5,5,True,2,sagar,Tastes and Interests,Have you ever felt emotionally triggered by people that you strongly disagreed with socially?,High,5,High,4.818181818181818
R_8fiMKMqkVpE3Z4t,"I consent, begin the study",Male,21 - 25,4,4,4,4,4,2,5,5,5,5,3.6666666666666665,5.0,True,5,4,5,5,5,5,4,5,5,5,5,True,2,sagar,Tastes and Interests,"Are there certain types of music, shows, or stories that you avoid because they affect your mood negatively?",Medium,4,Low,4.818181818181818
R_8fiMKMqkVpE3Z4t,"I consent, begin the study",Male,21 - 25,4,4,4,4,4,2,5,5,5,5,3.6666666666666665,5.0,True,5,4,5,5,5,5,4,5,5,5,5,True,2,sagar,Work or Studies,What personal strengths do you draw on to stay mentally balanced in your career or studies?,Low,5,Low,4.818181818181818
R_8fiMKMqkVpE3Z4t,"I consent, begin the study",Male,21 - 25,4,4,4,4,4,2,5,5,5,5,3.6666666666666665,5.0,True,5,4,5,5,5,5,4,5,5,5,5,True,2,sagar,Work or Studies,Have you been feeling any stress or mental fatigue related to your work or academic life lately?,Medium,4,Medium,4.818181818181818
R_8fiMKMqkVpE3Z4t,"I consent, begin the study",Male,21 - 25,4,4,4,4,4,2,5,5,5,5,3.6666666666666665,5.0,True,5,4,5,5,5,5,4,5,5,5,5,True,2,sagar,Work or Studies,Have you ever felt completely overwhelmed or lost when it comes to your professional or academic path?,High,5,Low,4.818181818181818
